"id","movement_id","cue_text","order"
7102,177,"With your head and neck in a neutral position (normal position with head erect facing forward), place both of your hands on the front side of your head.",0
7103,177,Now gently push forward as you contract the neck muscles but resisting any movement of your head. Start with slow tension and increase slowly. Keep breathing normally as you execute this contraction.,1
7104,177,Hold for the recommended number of seconds.,2
7105,177,Now release the tension slowly.,3
7106,177,Rest for the recommended amount of time and repeat with your hands placed on the back side of your head.,4
7107,178,"With your head and neck in a neutral position (normal position with head erect facing forward), place your left hand on the left side of your head.",0
7108,178,Now gently push towards the left as you contract the left neck muscles but resisting any movement of your head. Start with slow tension and increase slowly. Keep breathing normally as you execute this contraction.,1
7109,178,Hold for the recommended number of seconds.,2
7110,178,Now release the tension slowly.,3
7111,178,Rest for the recommended amount of time and repeat with your right hand placed on the right side of your head.,4
7112,179,"Assume a push-up position, supporting your weight on your hands and toes while keeping your body straight. Your hands should be just outside of shoulder width. This will be your starting position.",0
7113,179,"Begin by shifting your body weight as far to one side as possible, allowing the elbow on that side to flex as you lower your body.",1
7114,179,"Reverse the motion by extending the flexed arm, pushing yourself up and then dropping to the other side.",2
7115,179,Repeat for the desired number of repetitions.,3
7116,181,"To load kegs, place the desired number a distance from the loading platform, typically 30-50 feet.",0
7117,181,"Begin by grabbing the close handle of the first keg, tilting it onto its side to grab the opposite edge of the bottom of the keg. Lift the keg up to your chest.",1
7118,181,"The higher you can place the keg, the faster you should be able to move to the platform. Shouldering is usually not allowed. Be sure to keep a firm hold on the keg. Move as quickly as possible to the platform, and load it, extending through your hips, knees, and ankles to get it as high as possible.",2
7119,181,"Return to the starting position to retrieve the next keg, and repeat until the event is completed.",3
7120,182,Place one kettlebell between your legs and take a wider than shoulder width stance. Bend over by pushing your butt out and keeping your back flat.,0
7121,182,Pick up a kettlebell and pass it to your other hand between your legs. The receiving hand should reach from behind the legs. Go back and forth for several repetitions.,1
7122,176,"Lie face down on the floor, with your arms extended out to your side, palms pressed to the floor. This will be your starting position.",0
7123,176,"To begin, flex one knee and bring that leg across the back of your body, attempting to touch it to the ground near the opposite hand.",1
7124,176,"Promptly return the leg to the starting postion, and quickly repeat with the other leg. Continue alternating for 10-20 repetitions.",2
7125,183,Place one kettlebell between your legs and take a comfortable stance. Bend over by pushing your butt out and keeping your back flat.,0
7126,183,"Pick up a kettlebell and pass it to your other hand between your legs, in the fashion of a W. Go back and forth for several repetitions.",1
7127,187,"Lie down on the floor with your right leg straight. Bend your left leg and lower it across your body, holding the knee down toward the floor with your right hand. (The knee doesn't need to touch the floor if you're tight.)",0
7128,187,Place your left arm comfortably beside you and turn your head to the left. Imagine you have a weight tied to your tailbone. let your tailbone fall back toward the floor as your chest reaches in the opposite direction to stretch your lower back. Switch sides.,1
7129,188,Stand with your legs together and hands by your waist.,0
7130,188,Now move your knees in a circular motion as you breathe normally.,1
7131,188,Repeat for the recommended amount of repetitions.,2
7132,184,"With a wide stance, hold a kettlebell with both hands. Allow it to hang at waist level with your arms extended. This will be your starting position.",0
7133,184,"Initiate the movement by turning to one side, swinging the kettlebell to head height. Briefly pause at the top of the motion.",1
7134,184,"Allow the bell to drop as you rotate to the opposite side, again raising the kettlebell to head height.",2
7135,184,Repeat for the desired amount of repetitions.,3
7136,185,Clean two kettlebells to your shoulders. Clean the kettlebells to your shoulders by extending through the legs and hips as you pull the kettlebells towards your shoulders. Rotate your wrists as you do so. This will be your starting position.,0
7137,185,"Begin to squat by flexing your hips and knees, lowering your hips between your legs. Maintain an upright, straight back as you descend as low as you can.",1
7138,185,"At the bottom, reverse direction and squat by extending your knees and hips, driving through your heels. As you do so, press both kettlebells overhead by extending your arms straight up, using the momentum from the squat to help drive the weights upward.",2
7139,185,"As you begin the next repetition, return the weights to the shoulders.",3
7140,186,"Place a kettlebell in front of your lead foot and clean and press it overhead with your opposite arm. Clean the kettlebell to your shoulder by extending through the legs and hips as you pull the kettlebell towards your shoulders. Rotate your wrist as you do so, so that the palm faces forward. Press it overhead by extending the elbow.",0
7440,284,After a brief pause return the weight to the starting position.,3
7441,284,Repeat for the desired number of repetitions before engaging the hooks to rack the weight.,4
7141,186,"Keeping the kettlebell locked out at all times, push your butt out in the direction of the locked out kettlebell. Turn your feet out at a forty-five degree angle from the arm with the locked out kettlebell. Bending at the hip to one side, sticking your butt out, slowly lean until you can touch the floor with your free hand. Keep your eyes on the kettlebell that you hold over your head at all times.",1
7142,186,Pause for a second after reaching the ground and reverse the motion back to the starting position.,2
7143,189,Position your body on the vertical leg raise bench so that your forearms are resting on the pads next to the torso and holding on to the handles. Your arms will be bent at a 90 degree angle.,0
7144,189,The torso should be straight with the lower back pressed against the pad of the machine and the legs extended pointing towards the floor. This will be your starting position.,1
7145,189,"Now as you breathe out, lift your legs up as you keep them extended. Continue this movement until your legs are roughly parallel to the floor and then hold the contraction for a second. Tip: Do not use any momentum or swinging as you perform this exercise.",2
7146,189,Slowly go back to the starting position as you breathe in.,3
7147,189,Repeat for the recommended amount of repetitions.,4
7148,190,"This drill helps increase arm efficiency during the run. Begin kneeling, left foot in front, right knee down. Apply pressure through the front heel to keep your glutes and hamstrings activated.",0
7149,190,"Begin by blocking the arms in long, pendulum like swings. Close the arm angle, blocking with the arms as you would when jogging, progressing to a run and finally a sprint.",1
7150,190,"As soon as your hands pass the hip, accelerate them forward during the sprinting motion to move them as quickly as possible.",2
7151,190,Switch knees and repeat.,3
7152,191,Connect a rope attachment to a high pulley cable and position a mat on the floor in front of it.,0
7153,191,Grab the rope with both hands and kneel approximately two feet back from the tower.,1
7154,191,Position the rope behind your head with your hands by your ears.,2
7155,191,"Keep your hands in the same place, contract your abs and pull downward on the rope in a crunching movement until your elbows reach your knees.",3
7156,191,Pause briefly at the bottom and rise up in a slow and controlled manner until you reach the starting position.,4
7157,191,"Repeat the same downward movement until you halfway down, at which time you begin rotating one of your elbows to the opposite knee.",5
7158,191,"Again, pause briefly at the bottom and rise up in a slow and controlled manner until you reach the starting position.",6
7159,191,"Repeat the same movement as before, but alternate the other elbow to the opposite knee.",7
7160,191,Continue this series of movements to failure.,8
7161,192,Position a bar into a landmine or securely anchor it in a corner. Load the bar to an appropriate weight.,0
7162,192,"Raise the bar from the floor, taking it to shoulder height with both hands with your arms extended in front of you. Adopt a wide stance. This will be your starting position.",1
7163,192,Perform the movement by rotating the trunk and hips as you swing the weight all the way down to one side. Keep your arms extended throughout the exercise.,2
7164,192,Reverse the motion to swing the weight all the way to the opposite side.,3
7165,192,Continue alternating the movement until the set is complete.,4
7166,193,"Position a bar into landmine or, lacking one, securely anchor it in a corner. Load the bar to an appropriate weight and position the handle attachment on the bar.",0
7167,193,"Raise the bar from the floor, taking the handles to your shoulders. This will be your starting position.",1
7168,193,"In an athletic stance, squat by flexing your hips and setting your hips back, keeping your arms flexed.",2
7169,193,"Reverse the motion by powerfully extending through the hips, knees, and ankles, while also extending the elbows to straighten the arms. This movement should be done explosively, coming out of the squat to full extension as powerfully as possible.",3
7170,193,Return to the starting position.,4
7171,194,"While lying on the floor, place a foam roll under your back and to one side, just behind your arm pit. This will be your starting position.",0
7172,194,"Keep the arm of the side being stretched behind and to the side of you as you shift your weight onto your lats, keeping your upper body off of the ground. Hold for 10-30 seconds, and switch sides.",1
7173,195,Load the pins to an appropriate weight. Position yourself directly between the handles.,0
7174,195,"Grasp the top handles with a comfortable grip, and then lower your hips as you take a breath. Look forward with your head and keep your chest up.",1
7175,195,"Drive through the floor with your heels, extending your hips and knees as you rise to a standing position. Keep your arms straight throughout the movement, finishing with your shoulders back. This will be your starting position.",2
7176,195,"Raise the weight by shrugging the shoulders towards your ears, moving straight up and down.",3
7177,195,"Pause at the top of the motion, and then return the weight to the starting position.",4
7178,196,This drill helps you accelerate as quickly as possible into a sprint from a dead stop. It helps to use a line to start from. Begin with two feet on the line. Place your left foot with the toe next to your right ankle. Place your right foot 4-6 inches behind the left.,0
7180,196,"Squat down as you lean foward, your head being lower than your hips and your weight loaded onto the left leg. This will be your starting position.",2
7181,196,"Take your left hand up so that it is parallel to the ground, pointing behind you, and explode out when ready.",3
7182,197,"Lean at around 45 degrees against a wall. Your feet should be together, glutes contracted.",0
7183,197,"Begin by lifting your right knee quickly, pausing, and then driving it straight down into the ground.",1
7184,197,"Switch legs, raising the opposite knee, and then attacking the ground straight down.",2
7185,197,"Repeat once more with your right leg, and as soon as the right foot strikes the ground hammer them out rapidly, alternating left and right as fast as you can.",3
7186,224,Hook a leather ankle cuff to a low cable pulley and then attach the cuff to your ankle.,0
7187,224,"Face the weight stack from a distance of about two feet, grasping the steel frame for support.",1
7442,285,"With the bar at thigh level, load an appropriate weight.",0
7188,224,"While keeping your knees and hips bent slightly and your abs tight, contract your glutes to slowly kick the working leg back in a semicircular arc as high as it will comfortably go as you breathe out. Tip: At full extension, squeeze your glutes for a second in order to achieve a peak contraction.",2
7189,224,"Now slowly bring your working leg forward, resisting the pull of the cable until you reach the starting position.",3
7190,224,Repeat for the recommended amount of repetitions.,4
7191,224,Switch legs and repeat the movement for the other side.,5
7192,198,"Begin standing with the log in front of you. Grasp the handles, and begin to clean the log. As you are bent over to start the clean, attempt to get the log as high as possible, pulling it into your chest. Extend through the hips and knees to bring it up to complete the clean.",0
7193,198,"Push your head back and look up, creating a shelf on your chest to rest the log. Begin the press by dipping, flexing slightly through the knees and reversing the motion. This push press will generate momentum to start the log moving vertically. Continue by extending through the elbows to press the log above your head. There are no strict rules on form, so use whatever techniques you are most efficient with. As the log is pressed, ensure that you push your head through on each repetition, looking forward.",1
7194,198,Repeat as many times as possible. Attempt to control the descent of the log as it is returned to the ground.,2
7195,199,"Attach a climbing rope to a high beam or cross member. Below it, ensure that the smith machine bar is locked in place with the safeties and cannot move. Alternatively, a secure box could also be utilized.",0
7196,199,"Stand on the bar, using the rope to balance yourself. This will be your starting position.",1
7197,199,"Keeping your body straight, lean back and lower your body by slowly going hand over hand with the rope. Continue until you are perpendicular to the ground.",2
7198,199,"Keeping your body straight, reverse the motion, going hand over hand back to the starting position.",3
7199,200,"Kneel on the floor, holding your heels with both hands.",0
7200,200,"Lift your buttocks up and forward while bringing your head back to look up at the ceiling, to give an arch in your back.",1
7201,201,"To move into the starting position, place the pulleys at the low position, select the resistance to be used and grasp a handle in each hand.",0
7202,201,"Step forward, gaining tension in the pulleys. Your palms should be facing forward, hands below the waist, and your arms straight. This will be your starting position.",1
7203,201,"With a slight bend in your arms, draw your hands upward and toward the midline of your body. Your hands should come together in front of your chest, palms facing up.",2
7204,201,Return your arms back to the starting position after a brief pause.,3
7205,203,"While holding a barbell or EZ Curl bar with a pronated grip (palms facing forward), lie on your back on a flat bench with your head off the end of the bench. Tip: If you are holding a barbell grab it using a shoulder-width grip and if you are using an E-Z Bar grab it on the inner handles.",0
7206,203,Extend your arms in front of you as you hold the barbell over your chest. The arms should be perpendicular to your torso (90-degree angle). This will be your starting position.,1
7207,203,"As you inhale, lower the bar in a semi-circular motion by bending at the elbows and while keeping the upper arm stationary and elbows in. Keep lowering the bar until it lightly touches your chin.",2
7208,203,"As you exhale bring the bar back up to the starting position by pushing the bar up in a semi-circular motion. Contract the triceps hard at the top of the movement for a second. Tip: Again, only the forearms should move. The upper arms should remain stationary at all times.",3
7209,203,Repeat for the recommended amount of repetitions.,4
7210,202,Lie on your back with your knees bent and the soles of the feet pressed together. Have your partner hold your knees. This will be your starting position.,0
7211,202,"Attempt to squeeze your knees together, while your partner prevents any movement from occurring.",1
7212,202,"After 10-20 seconds, relax your muscles as your partner gently pushes your knees towards the floor. Be sure to inform your helper when the stretch is adequate to prevent injury or overstretching.",2
7213,204,Lie on your back with your legs extended.,0
7214,204,"Cross one leg over your body with the knee bent, attempting to touch the knee to the ground. Your partner should kneel beside you, holding your shoulder down with one hand and controlling the crossed leg with the other. this will be your starting position.",1
7215,204,Attempt to raise the bent knee off of the ground as your partner prevents any actual movement.,2
7216,204,"After 10-20 seconds, relax the leg as your partner gently presses the knee towards the floor. Repeat with the other side.",3
7217,66,"Lie on your back, with one leg extended straight out.",0
7218,66,"With the other leg, bend the hip and knee to 90 degrees. You may brace your leg with your hands if necessary. This will be your starting position.",1
7219,66,"Extend your leg straight into the air, pausing briefly at the top. Return the leg to the starting position.",2
7220,66,"Repeat for 10-20 repetitions, and then switch to the other leg.",3
7221,210,Sit down on the Preacher Curl Machine and select the weight.,0
7222,210,Place the back of your upper arms (your triceps) on the preacher pad provided and grab the handles using an underhand grip (palms facing up). Tip: Make sure that when you place the arms on the pad you keep the elbows in. This will be your starting position.,1
7223,210,Now lift the handles as you exhale and you contract the biceps. At the top of the position make sure that you hold the contraction for a second. Tip: Only the forearms should move. The upper arms should remain stationary and on the pad at all times.,2
7224,210,Lower the handles slowly back to the starting position as you inhale.,3
7225,210,Repeat for the recommended amount of repetitions.,4
7226,364,"Being in a standing position. Jump into a split leg position, with one leg forward and one leg back, flexing the knees and lowering your hips slightly as you do so.",0
7227,364,"As you descend, immediately reverse direction, standing back up and jumping, reversing the position of your legs. Repeat 5-10 times on each leg.",1
7228,68,Lie face down with one leg on a foam roll.,0
7229,68,Rotate the leg so that the foam roll contacts against your inner thigh. Shift as much weight onto the foam roll as can be tolerated.,1
7230,68,"While trying to relax the muscles if the inner thigh, roll over the foam between your hip and knee, holding points of tension for 10-30 seconds. Repeat with the other leg.",2
7231,209,"Lay face down on the floor with your partner kneeling beside you. Flex one knee and raise that leg off the ground, attempting to touch your glutes with your foot. Your partner should hold the knee and ankle. This will be your starting position.",0
7232,209,Attempt to extend your knee while your partner prevents any actual movement.,1
7233,209,"After 10-20 seconds, relax your muscles as your partner gently pushes the foot towards your glutes, further stretching the quadriceps and hip flexors.",2
7234,209,"After 10-20 seconds, switch sides.",3
7235,211,"Using a spacing that is just about 1 inch wider than shoulder width, grab a pull-up bar with the palms of one hand facing forward and the palms of the other hand facing towards you. This will be your starting position.",0
7236,211,"Now start to pull yourself up as you exhale. Tip: With the arm that has the palms facing up concentrate on using the back muscles in order to perform the movement. The elbow of that arm should remain close to the torso. With the other arm that has the palms facing forward, the elbows will be away but in line with the torso. You will concentrate on using the lats to pull your body up.",1
7237,211,"After a second contraction at the top, start to slowly come down as you inhale.",2
7238,211,Repeat for the recommended amount of repetitions.,3
7239,211,"On the following set, switch grips; so if you had the right hand with the palms facing you and the left one with the palms facing forward, on the next set you will have the palms facing forward for the right hand and facing you for the left.",4
7240,212,Place a band around both ankles and another around both knees. There should be enough tension that they are tight when your feet are shoulder width apart.,0
7241,212,"To begin, take short steps forward alternating your left and right foot.",1
7242,212,"After several steps, do just the opposite and walk backward to where you started.",2
7243,213,"Begin in a pushup position, with your weight supported by your hands and toes. Flexing the knee and hip, bring one leg until the knee is approximately under the hip. This will be your starting position.",0
7244,213,"Explosively reverse the positions of your legs, extending the bent leg until the leg is straight and supported by the toe, and bringing the other foot up with the hip and knee flexed. Repeat in an alternating fashion for 20-30 seconds.",1
7245,214,"This move helps prepare your running form to help you excel at sprinting. As you run, be sure to flex the knee, aiming to kick your glutes as the hip extends.",0
7246,214,"Reload the quad as the leg moves back forward, attacking the ground on the next step.",1
7247,214,"Ensure that as you run, you block with the arms, punching through in a rapid 1-2 motion.",2
7248,331,Sit upright on a chair.,0
7249,331,Bend to one side with your arm over your head. You can hold onto the chair with your free hand.,1
7250,331,"Hold for 10 seconds, and repeat for your other side.",2
7251,215,"Using a muscle roller or a rolling pin, place the roller behind your head and against your neck. Make sure that you do not place the roller directly against the spine, but turned slightly so that the roller is pressed against the muscles to either side of the spine. This will be your starting position.",0
7252,215,"Starting at the top of your neck, slowly roll down the muscles of your neck, pausing at points of tension for 10-30 seconds.",1
7253,230,"Pin presses remove the eccentric phase of the bench press, developing starting strength. They also allow you to train a desired range of motion.",0
7254,230,"The bench should be set up in a power rack. Set the pins to the desired point in your range of motion, whether it just be lockout or an inch off of your chest. The bar should be moved to the pins and prepared for lifting.",1
7255,230,"Begin by lying on the bench, with the bar directly above the contact point during your regular bench. Tuck your feet underneath you and arch your back. Using the bar to help support your weight, lift your shoulder off the bench and retract them, squeezing the shoulder blades together. Use your feet to drive your traps into the bench. Maintain this tight body position throughout the movement.",2
7256,230,"You can take a standard bench grip, or shoulder width to focus on the triceps. The bar, wrist, and elbow should stay in line at all times. Focus on squeezing the bar and trying to pull it apart.",3
7257,230,Drive the bar up with as much force as possible. The elbows should be tucked in until lockout.,4
7258,230,"Return the bar to the pins, pausing before beginning the next repetition.",5
7259,232,Grab two wide-rimmed plates and put them together with the smooth sides facing outward,0
7260,232,Use your fingers to grip the outside part of the plate and your thumb for the other side thus holding both plates together. This is the starting position.,1
7261,232,Squeeze the plate with your fingers and thumb. Hold this position for as long as you can.,2
7262,232,Repeat for the recommended amount of sets prescribed in your program.,3
7263,232,Switch arms and repeat the movements.,4
7264,233,Lie down on the floor or an exercise mat with your legs fully extended and your upper body upright. Grab the plate by its sides with both hands out in front of your abdominals with your arms slightly bent.,0
7347,256,"Reverse the motion by extending the hips, kicking the leg back. It is very important not to over-extend the hip on this movement, stopping short of your full range of motion.",2
7265,233,Slowly cross your legs near your ankles and lift them up off the ground. Your knees should also be bent slightly. Note: Move your upper body back slightly to help keep you balanced turning this exercise. This is the starting position.,1
7266,233,Move the plate to the left side and touch the floor with it. Breathe out as you perform that movement.,2
7267,233,Come back to the starting position as you breathe in and then repeat the movement but this time to the right side of the body. Tip: Use a slow controlled movement at all times. Jerking motions can injure the back.,3
7268,233,Repeat for the recommended amount of repetitions.,4
7269,234,For this movement a wooden floor or similar is needed. Lay on your back with your legs extended. Place a gym towel or a light weight underneath your heel. This will be your starting position.,0
7270,234,"Begin the movement by flexing the knee, keeping your other leg straight.",1
7271,234,"Continue bringing the heel closer to you, sliding it on the floor.",2
7272,234,"At full knee flexion, reverse the movement to return to the starting position.",3
7273,236,You will need a partner for this exercise. Lay face down with your legs straight. Your assistant will place their hand on your heel.,0
7274,236,"To begin, flex the knee to curl your leg up. Your partner should provide resistance, starting light and increasing the pressure as the movement is completed. Communicate with your partner to monitor appropriate resistance levels.",1
7275,236,"Pause at the top, returning the leg to the starting position as your partner provides resistance going the other direction.",2
7281,238,Lie on the floor face down and place your hands closer than shoulder width for a close hand position. Make sure that you are holding your torso up at arms' length.,0
7282,238,Lower yourself until your chest almost touches the floor as you inhale.,1
7283,238,"Using your triceps and some of your pectoral muscles, press your upper body back up to the starting position and squeeze your chest. Breathe out as you perform this step.",2
7284,238,"After a second pause at the contracted position, repeat the movement for the prescribed amount of repetitions.",3
7285,239,Lie on the floor face down and place your hands about 36 inches apart from each other holding your torso up at arms length.,0
7286,239,"Place your toes on top of a flat bench. This will allow your body to be elevated. Note: The higher the elevation of the flat bench, the higher the resistance of the exercise is.",1
7287,239,Lower yourself until your chest almost touches the floor as you inhale.,2
7288,239,"Using your pectoral muscles, press your upper body back up to the starting position and squeeze your chest. Breathe out as you perform this step.",3
7289,239,"After a second pause at the contracted position, repeat the movement for the prescribed amount of repetitions.",4
7290,241,"Standing with the weight racked on the back of the shoulders, begin with the dip. With your feet directly under your hips, flex the knees without moving the hips backward. Go down only slightly, and reverse direction as powerfully as possible. Drive through the heels create as much speed and force as possible, moving the bar in a vertical path.",0
7291,241,"Using the momentum generated, finish pressing the weight overhead be extending through the arms.",1
7292,241,"Return to the starting position, using your legs to absorb the impact.",2
7293,243,Lie on the floor face down and body straight with your toes on the floor and the hands wider than shoulder width for a wide hand position and closer than shoulder width for a close hand position. Make sure you are holding your torso up at arms length.,0
7294,243,Lower yourself until your chest almost touches the floor as you inhale.,1
7295,243,"Using your pectoral muscles, press your upper body back up to the starting position and squeeze your chest. Breathe out as you perform this step.",2
7296,243,"After a second pause at the contracted position, repeat the movement for the prescribed amount of repetitions.",3
7297,244,Start off by rolling your torso forward onto the ball so your hips rest on top of the ball and become the highest point of your body.,0
7298,244,"Rest your hands and feet on the floor. Your arms and legs can be slightly bent or straight, depending on the size of the ball, your flexibility, and the length of your limbs. This also helps develop stabilizing strength in your torso and shoulders.",1
7299,246,You will need a box for this exerise.,0
7300,246,Begin facing the box standing 1-2 feet from its edge.,1
7301,246,"By utilizing your hips, hop onto the box, landing on both legs. Ensure that you land with your legs bent and your feet flat.",2
7302,246,"Immediately upon landing, fully extend through the entire body and swing your arms overhead to explode off of the box. Use your legs to absorb the impact of landing.",3
7303,247,"This drill teaches the delivery of the barbell to the rack position on the shoulders. Begin holding a bar in the scarecrow position, with the upper arms parallel to the floor, and the forearms hanging down. Use a hook grip, with your fingers wrapped over your thumbs.",0
7304,247,"Begin by rotating the elbows around the bar, delivering the bar to the shoulders. As your elbows come forward, relax your grip. The shoulders should be protracted, providing a shelf for the bar, which should lightly contact the throat.",1
7305,247,"It is important that the bar stay close to the body at all times, as with a heavier load any distance will result in an unwanted collision. As the movement becomes smoother, speed and load can be increased before progressing further.",2
7306,248,"Set up in a power rack with the bar on the pins. The pins should be set to the desired point; just below the knees, just above, or in the mid thigh position. Position yourself against the bar in proper deadlifting position. Your feet should be under your hips, your grip shoulder width, back arched, and hips back to engage the hamstrings. Since the weight is typically heavy, you may use a mixed grip, a hook grip, or use straps to aid in holding the weight.",0
7307,248,"With your head looking forward, extend through the hips and knees, pulling the weight up and back until lockout. Be sure to pull your shoulders back as you complete the movement.",1
7308,248,Return the weight to the pins and repeat.,2
7309,250,You will need a partner for this drill.,0
7310,250,Begin in an athletic 2 or 3 point stance.,1
7311,250,"At the signal, move into a position to receive the pass from your partner.",2
7312,250,Catch the medicine ball with both hands and immediately throw it back to your partner.,3
7313,250,You can modify this drill by running different routes.,4
7314,251,Grab an EZ-bar using a shoulder width and palms down (pronated) grip.,0
7315,251,Now place the upper part of both arms on top of the preacher bench and have your arms extended. This will be your starting position.,1
7316,251,"As you exhale, use the biceps to curl the weight up until your biceps are fully contracted and the barbell is at shoulder height. Squeeze the biceps hard for a second at the contracted position.",2
7317,251,"As you breathe in, slowly lower the barbell until your upper arms are extended and the biceps is fully stretched.",3
7318,251,Repeat for the recommended amount of repetitions.,4
7319,252,Lie down on the floor with your legs fully extended and arms to the side of your torso with the palms on the floor. Your arms should be stationary for the entire exercise.,0
7320,252,Move your legs up so that your thighs are perpendicular to the floor and feet are together and parallel to the floor. This is the starting position.,1
7321,252,"While inhaling, move your legs towards the torso as you roll your pelvis backwards and you raise your hips off the floor. At the end of this movement your knees will be touching your chest.",2
7322,252,Hold the contraction for a second and move your legs back to the starting position while exhaling.,3
7323,252,Repeat for the recommended amount of repetitions.,4
7324,253,"To begin, lie down on an incline bench with the chest and stomach pressing against the incline. Have the dumbbells in each hand with the palms facing each other (neutral grip).",0
7325,253,Extend the arms in front of you so that they are perpendicular to the angle of the bench. The legs should be stationary while applying pressure with the ball of your toes. This is the starting position.,1
7326,253,"Maintaining the slight bend of the elbows, move the weights out and away from each other (to the side) in an arc motion while exhaling. Tip: Try to squeeze your shoulder blades together to get the best results from this exercise.",2
7327,253,The arms should be elevated until they are parallel to the floor.,3
7328,253,Feel the contraction and slowly lower the weights back down to the starting position while inhaling.,4
7329,253,Repeat for the recommended amount of repetitions.,5
7330,249,"To begin, seat yourself on the bike and adjust the seat to your height.",0
7331,249,"Select the desired option from the menu. You may have to start pedaling to turn it on. You can use the manual setting, or you can select a program to use. Typically, you can enter your age and weight to estimate the amount of calories burned during exercise. The level of resistance can be changed throughout the workout. The handles can be used to monitor your heart rate to help you stay at an appropriate intensity.",1
7332,249,"Recumbent bikes offer convenience, cardiovascular benefits, and have less impact than other activities. A 150 lb person will burn about 230 calories cycling at a moderate rate for 30 minutes, compared to 450 calories or more running.",2
7333,254,"To begin, lie down on an incline bench set at a 30-degree angle with the chest and stomach pressing against the incline.",0
7334,254,Have the dumbbells in each hand with the palms facing down to the floor. Your arms should be in front of you so that they are perpendicular to the angle of the bench. Tip: Your elbows should have a slight bend. The legs should be stationary while applying pressure with the ball of your toes (your heels should not be touching the floor). This is the starting position.,1
7335,254,"Maintaining the slight bend of the elbows, move the weights out and away from each other in an arc motion while exhaling.",2
7336,254,"As you lift the weight, your wrist should externally rotate by 90-degrees so that you go from a palms down (pronated) grip to a palms facing each other (neutral) grip. Tip: Try to squeeze your shoulder blades together to get the best results from this exercise.",3
7337,254,The arms should be elevated until they are level with the head.,4
7338,254,Feel the contraction and slowly lower the weights back down to the starting position while inhaling.,5
7339,254,Repeat for the recommended amount of repetitions.,6
7340,255,Stand erect while holding a barbell with a supinated grip (palms facing up).,0
7341,255,"Bend your knees slightly and bring your torso forward, by bending at the waist, while keeping the back straight until it is almost parallel to the floor. Tip: Make sure that you keep the head up. The barbell should hang directly in front of you as your arms hang perpendicular to the floor and your torso. This is your starting position.",1
7342,255,"While keeping the torso stationary, lift the barbell as you breathe out, keeping the elbows close to the body and not doing any force with the forearm other than holding the weights. On the top contracted position, squeeze the back muscles and hold for a second.",2
7343,255,Slowly lower the weight again to the starting position as you inhale.,3
7344,255,Repeat for the recommended amount of repetitions.,4
7345,256,"Place your feet between the pads after loading an appropriate weight. Lay on the top pad, allowing your hips to hang off the back, while grasping the handles to hold your position.",0
7346,256,"To begin the movement, flex the hips, pulling the legs forward.",1
7348,256,"Return by again flexing the hip, pulling the carriage forward as far as you can.",3
7350,257,Adjust the handles so that they are fully to the rear. Make an appropriate weight selection and adjust the seat height so the handles are at shoulder level. Grasp the handles with your hands facing inwards. This will be your starting position.,0
7351,257,"In a semicircular motion, pull your hands out to your side and back, contracting your rear delts.",1
7352,257,"Keep your arms slightly bent throughout the movement, with all of the motion occurring at the shoulder joint.",2
7353,257,"Pause at the rear of the movement, and slowly return the weight to the starting position.",3
7354,258,"Start by standing straight with a weighted plate held by both hands and arms fully extended. Use a pronated grip (palms facing down) and make sure your fingers grab the rough side of the plate while your thumb grabs the smooth side. Note: For the best results, grab the weighted plate at an 11:00 and 1:00 o'clock position.",0
7355,258,Your feet should be shoulder width apart from each other and the weighted plate should be near the groin area. This is the starting position.,1
7356,258,Slowly lift the plate up while keeping the elbows in and the upper arms stationary until your biceps and forearms touch while exhaling. The plate should be evenly aligned with your torso at this point.,2
7357,258,Feel the contraction for a second and begin to lower the weight back down to the starting position while inhaling,3
7358,258,Repeat for the recommended amount of repetitions.,4
7359,260,"Grip a ring in each hand, and then take a small jump to help you get into the starting position with your arms locked out.",0
7360,260,"Begin by flexing the elbow, lowering your body until your arms break 90 degrees. Avoid swinging, and maintain good posture throughout the descent.",1
7361,260,"Reverse the motion by extending the elbow, pushing yourself back up into the starting position.",2
7362,260,Repeat for the desired number of repetitions.,3
7363,261,Grab the rope with both hands above your head. Pull down on the rope as you take a small jump.,0
7364,261,"Wrap the rope around one leg, using your feet to pinch the rope. Reach up as high as possible with your arms, gripping the rope tightly.",1
7365,261,"Release the rope from your feet as you pull yourself up with your arms, bringing your knees towards your chest.",2
7366,261,"Resecure your feet on the rope, and then stand up to take another high hold on the rope. Continue until you reach the top of the rope.",3
7367,261,"To lower yourself, loosen the grip of your feet on the rope as you slide down using a hand over hand motion.",4
7368,265,Lie down on the floor placing your feet either under something that will not move or by having a partner hold them. Your legs should be bent at the knees.,0
7369,265,Elevate your upper body so that it creates an imaginary V-shape with your thighs. Your arms should be fully extended in front of you perpendicular to your torso and with the hands clasped. This is the starting position.,1
7370,265,Twist your torso to the right side until your arms are parallel with the floor while breathing out.,2
7371,265,Hold the contraction for a second and move back to the starting position while breathing out. Now move to the opposite side performing the same techniques you applied to the right side.,3
7372,265,Repeat for the recommended amount of repetitions.,4
7373,266,"To load sandbags or other objects, begin with the implements placed a distance from the loading platform, typically 50 feet.",0
7374,266,"Begin by lifting the sandbag. Sandbags are extremely awkward, and the manner of lifting them can vary depending on the particular sandbag used. Reach as far around it as possible, extending through the hips and knees to pull it up high. Shouldering is usually not allowed.",1
